Nome,Estilo,Padrao,Score,Pronuncia,Memorizacao,Comprimento,Sonoridade,Originalidade,EstiloScore,GitHub,.com,.com.br,.io,.dev,.app,npm,DockerHub
Careua,Premium,prefix+middle+suffix,80,20,20,15,17,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Casaya,Premium,prefix+middle+suffix,80,20,19,15,17,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Caseya,Premium,prefix+middle+suffix,80,20,20,15,17,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cataia,Premium,prefix+middle+suffix,80,20,19,15,17,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Caxaya,Premium,prefix+middle+suffix,80,20,19,15,17,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Caxeya,Premium,prefix+middle+suffix,80,20,20,15,17,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cazene,Premium,prefix+middle+suffix,80,20,17,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cefalseua,Premium,prefix+middle+suffix,80,20,19,13,18,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cefalsevo,Premium,prefix+middle+suffix,80,20,17,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cefalseya,Premium,prefix+middle+suffix,80,20,19,13,18,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Ceraza,Premium,prefix+middle+suffix,80,20,17,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cereva,Premium,prefix+middle+suffix,80,20,17,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cesevo,Premium,prefix+middle+suffix,80,20,17,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Ceseza,Premium,prefix+middle+suffix,80,20,17,15,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Elnex,Minimal,prefix+middle,80,20,19,13,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Evnex,Minimal,prefix+middle,80,20,19,13,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Nazen,Minimal,prefix+middle,80,20,19,13,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Niori,Minimal,prefix+middle,80,20,19,13,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Racor,Minimal,prefix+middle,80,20,19,13,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Ramer,Minimal,prefix+middle,80,20,19,13,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Reori,Minimal,prefix+middle,80,20,19,13,20,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alane,Minimal,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alare,Minimal,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcorx,Minimal,prefix+middle+suffix,79,17,17,15,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alene,Minimal,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalseosa,Invented Word,blend,79,20,18,11,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alioel,Scandinavian,prefix+middle+suffix,79,20,20,15,16,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alivi,Scandinavian,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alraua,Scandinavian,prefix+middle+suffix,79,20,19,15,17,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alreio,Scandinavian,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alsaya,Scandinavian,prefix+middle+suffix,79,20,19,15,17,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alseio,Scandinavian,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Altaia,Scandinavian,prefix+middle+suffix,79,20,19,15,17,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alxaya,Scandinavian,prefix+middle+suffix,79,20,19,15,17,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alxeio,Scandinavian,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Arael,Latin Modern,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Araen,Latin Modern,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Arais,Latin Modern,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Araix,Latin Modern,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Arane,Scandinavian,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Araos,Latin Modern,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Araum,Latin Modern,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Arave,Scandinavian,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aravo,Scandinavian,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Arayn,Latin Modern,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Ariaun,Latin Modern,prefix+middle+suffix,79,20,20,15,16,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Arluio,Latin Modern,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Aroritrue,Latin Modern,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Becel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Befalseya,Premium,prefix+middle+suffix,79,20,19,13,18,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Beiovo,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Beioza,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bemer,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Beraia,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Beraio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Beraua,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Beraya,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bereua,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bereya,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Besaia,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Besaio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Besaya,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Beseia,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Beseua,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Beseya,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Betaia,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Betaio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bever,Minimal,prefix+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bevoio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bevoua,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bevoya,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bexaia,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bexaio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bexaya,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bexeia,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bexeua,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bexeya,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Bezen,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Brori,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cacel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cafalseva,Premium,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cafalseza,Premium,prefix+middle+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Caiatrue,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Caiaver,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Caiavo,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Caraio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Caraya,Premium,prefix+middle+suffix,79,20,19,15,17,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Careio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Casaia,Premium,prefix+middle+suffix,79,20,19,15,17,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Casaio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Caseio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Caxaia,Premium,prefix+middle+suffix,79,20,19,15,17,13,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Caxaio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Caxeio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cecor,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cefalseia,Premium,prefix+middle+suffix,79,20,19,13,18,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Ceiava,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Ceiavo,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Ceiova,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cemer,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Ceraia,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Ceraio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Ceraya,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cereia,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cereua,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cereya,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cesaia,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cesaio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Ceseia,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Ceseio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Ceseya,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cetaio,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cetaua,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cevel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cever,Minimal,prefix+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cevoia,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cevoua,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cevoya,Premium,prefix+middle+suffix,79,20,17,15,17,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Cezen,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Danav,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Decel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Denex,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Devel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Dever,Minimal,prefix+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Dezen,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Gecel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Gemer,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Gever,Minimal,prefix+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Gezen,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Kanav,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Locor,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Mecel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Mevel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Mever,Minimal,prefix+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Mezen,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Mimer,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Nanex,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Necel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Nevel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Never,Minimal,prefix+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Recel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Revel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Rezen,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Sanav,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Secel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Senex,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Sevel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Sever,Minimal,prefix+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Sezen,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Tanav,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Tenex,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Tevel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Vavel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Vaver,Minimal,prefix+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Vecel,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Vemer,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Vezen,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Vocor,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Vover,Minimal,prefix+suffix,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Zanav,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Zazen,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Zemer,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Zenex,Minimal,prefix+middle,79,20,16,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alave,Minimal,prefix+middle+suffix,78,20,16,13,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alavo,Minimal,prefix+middle+suffix,78,20,16,13,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alcor,Minimal,prefix+middle,78,20,15,13,20,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alere,Scandinavian,prefix+middle+suffix,78,20,16,13,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alfalseisa,Invented Word,blend,78,20,18,11,20,14,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alioen,Scandinavian,prefix+middle+suffix,78,20,17,15,16,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
Alioum,Latin Modern,prefix+middle+suffix,78,20,17,15,16,15,10,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN,TAKEN
